0.566458|2021-05-04 18:08:06.007
0.566458|2021-05-04 18:08:06.158
0.566458|2021-05-04 18:08:06.340
0.566458|2021-05-04 18:08:06.465
0.566568|2021-05-04 18:08:06.590
0.566568|2021-05-04 18:08:06.717
0.566568|2021-05-04 18:08:06.843
0.566568|2021-05-04 18:08:06.974
0.566656|2021-05-04 18:08:07.262
0.566568|2021-05-04 18:08:07.531
0.566656|2021-05-04 18:08:07.783
0.56655|2021-05-04 18:08:07.937
0.56655|2021-05-04 18:08:08.114
0.56655|2021-05-04 18:08:08.267
0.56655|2021-05-04 18:08:08.406
0.56655|2021-05-04 18:08:08.557
0.56655|2021-05-04 18:08:08.685
0.566615|2021-05-04 18:08:08.818
0.566629|2021-05-04 18:08:08.947
0.566667|2021-05-04 18:08:09.080
0.566667|2021-05-04 18:08:09.217
0.566656|2021-05-04 18:08:09.347
0.566681|2021-05-04 18:08:09.478
0.566667|2021-05-04 18:08:09.605
0.56658|2021-05-04 18:08:09.731
0.566681|2021-05-04 18:08:09.859
0.56658|2021-05-04 18:08:09.989
0.56658|2021-05-04 18:08:10.158
0.56658|2021-05-04 18:08:10.284
0.566549|2021-05-04 18:08:10.410
0.566591|2021-05-04 18:08:10.539
0.566591|2021-05-04 18:08:10.669
0.566637|2021-05-04 18:08:10.797
0.566336|2021-05-04 18:08:15.478
0.566336|2021-05-04 18:08:15.606
0.566357|2021-05-04 18:08:15.735
0.566354|2021-05-04 18:08:15.864
0.566357|2021-05-04 18:08:15.990
0.566357|2021-05-04 18:08:16.118
0.566357|2021-05-04 18:08:16.245
0.566357|2021-05-04 18:08:16.370
0.566357|2021-05-04 18:08:16.516
0.566357|2021-05-04 18:08:16.642
0.566357|2021-05-04 18:08:16.768
0.5665|2021-05-04 18:08:16.895
0.5665|2021-05-04 18:08:17.165
0.566631|2021-05-04 18:08:17.335
0.566553|2021-05-04 18:08:17.468
0.566631|2021-05-04 18:08:17.594
0.5665|2021-05-04 18:08:18.167
0.566686|2021-05-04 18:08:18.317
0.566753|2021-05-04 18:08:18.502
0.566745|2021-05-04 18:08:18.631
0.566575|2021-05-04 18:08:18.758
0.566753|2021-05-04 18:08:18.894
0.566575|2021-05-04 18:08:19.020
0.566634|2021-05-04 18:08:19.147
0.566604|2021-05-04 18:08:19.308
0.566604|2021-05-04 18:08:19.439
0.566524|2021-05-04 18:08:19.590
0.566497|2021-05-04 18:08:19.765
0.566524|2021-05-04 18:08:19.894
0.566497|2021-05-04 18:08:20.029
0.566532|2021-05-04 18:08:20.231
0.566532|2021-05-04 18:08:20.363
0.566491|2021-05-04 18:08:20.501
0.566491|2021-05-04 18:08:20.635
0.566491|2021-05-04 18:08:20.765
0.566491|2021-05-04 18:08:20.899
